event_id,client_id,visited
34,3306,true
35,3406,true
36,3506,true
37,3606,true
38,3706,true
39,3806,true
40,3906,true
41,4006,true
42,4106,true
43,4206,true
44,4306,true
45,4406,true
46,4506,true
47,4606,true
48,4706,true
49,4806,true
50,4906,true
51,5006,true
52,5106,true
53,5206,true
54,5306,true
55,5406,true
56,5506,true
57,5606,true
58,5706,true
59,5806,true
60,5906,true
61,6006,true
62,6106,true
63,6206,true
64,6306,true
65,6406,true
66,6506,true
67,6606,true
68,6706,true
69,6806,true
70,6906,true
71,7006,true
72,7106,true
73,7206,true
74,7306,true
75,7406,true
76,7506,true
77,7606,true
78,7706,true
79,7806,true
80,7906,true
81,8006,true
82,8106,true
83,8206,true
84,8306,true
85,8406,true
86,8506,true
87,8606,true
88,8706,true
89,8806,true
90,8906,true
91,9006,true
92,9106,true
93,9206,true
94,9306,true
95,9406,true
96,9506,false
97,9606,false
98,9706,false
99,9806,false
100,9906,false
1,7,true
2,107,true
3,207,true
4,307,true
5,407,true
6,507,true
7,607,true
8,707,true
9,807,true
10,907,true
11,1007,true
12,1107,true
13,1207,true
14,1307,true
15,1407,true
16,1507,true
17,1607,true
18,1707,true
19,1807,true
20,1907,true
21,2007,true
22,2107,true
23,2207,true
24,2307,true
25,2407,true
26,2507,true
27,2607,true
28,2707,true
29,2807,true
30,2907,true
31,3007,true
32,3107,true
33,3207,true
34,3307,true
35,3407,true
36,3507,true
37,3607,true
38,3707,true
39,3807,true
40,3907,true
41,4007,true
42,4107,true
43,4207,true
44,4307,true
45,4407,true
46,4507,true
47,4607,true
48,4707,true
49,4807,true
50,4907,true
51,5007,true
52,5107,true
53,5207,true
54,5307,true
55,5407,true
56,5507,true
57,5607,true
58,5707,true
59,5807,true
60,5907,true
61,6007,true
62,6107,true
63,6207,true
64,6307,true
65,6407,true
66,6507,true
67,6607,true
68,6707,true
69,6807,true
70,6907,true
71,7007,true
72,7107,true
73,7207,true
74,7307,true
75,7407,true
76,7507,true
77,7607,true
78,7707,true
79,7807,true
80,7907,true
81,8007,true
82,8107,true
83,8207,true
84,8307,true
85,8407,true
86,8507,true
87,8607,true
88,8707,true
89,8807,true
90,8907,true
91,9007,true
92,9107,true
93,9207,true
94,9307,true
95,9407,true
96,9507,false
97,9607,false
98,9707,false
99,9807,false
100,9907,false
1,8,true
2,108,true
3,208,true
4,308,true
5,408,true
6,508,true
7,608,true
8,708,true
9,808,true
10,908,true
11,1008,true
12,1108,true
13,1208,true
14,1308,true
15,1408,true
16,1508,true
17,1608,true
18,1708,true
19,1808,true
20,1908,true
21,2008,true
22,2108,true
23,2208,true
24,2308,true
25,2408,true
26,2508,true
27,2608,true
28,2708,true
29,2808,true
30,2908,true
31,3008,true
32,3108,true
33,3208,true
34,3308,true
35,3408,true
36,3508,true
37,3608,true
38,3708,true
39,3808,true
40,3908,true
41,4008,true
42,4108,true
43,4208,true
44,4308,true
45,4408,true
46,4508,true
47,4608,true
48,4708,true
49,4808,true
50,4908,true
51,5008,true
52,5108,true
53,5208,true
54,5308,true
55,5408,true
56,5508,true
57,5608,true
58,5708,true
59,5808,true
60,5908,true
61,6008,true
62,6108,true
63,6208,true
64,6308,true
65,6408,true
66,6508,true
67,6608,true
68,6708,true
69,6808,true
70,6908,true
71,7008,true
72,7108,true
73,7208,true
74,7308,true
75,7408,true
76,7508,true
77,7608,true
78,7708,true
79,7808,true
80,7908,true
81,8008,true
82,8108,true
83,8208,true
84,8308,true
85,8408,true
86,8508,true
87,8608,true
88,8708,true
89,8808,true
90,8908,true
91,9008,true
92,9108,true
93,9208,true
94,9308,true
95,9408,true
96,9508,false
97,9608,false
98,9708,false
99,9808,false
100,9908,false
1,9,true
2,109,true
3,209,true
4,309,true
5,409,true
6,509,true
7,609,true
8,709,true
9,809,true
10,909,true
11,1009,true
12,1109,true
13,1209,true
14,1309,true
15,1409,true
16,1509,true
17,1609,true
18,1709,true
19,1809,true
20,1909,true
21,2009,true
22,2109,true
23,2209,true
24,2309,true
25,2409,true
26,2509,true
27,2609,true
28,2709,true
29,2809,true
30,2909,true
31,3009,true
32,3109,true
33,3209,true
34,3309,true
35,3409,true
36,3509,true
37,3609,true
38,3709,true
39,3809,true
40,3909,true
41,4009,true
42,4109,true
43,4209,true
44,4309,true
45,4409,true
46,4509,true
47,4609,true
48,4709,true
49,4809,true
50,4909,true
51,5009,true
52,5109,true
53,5209,true
54,5309,true
55,5409,true
56,5509,true
57,5609,true
58,5709,true
59,5809,true
60,5909,true
61,6009,true
62,6109,true
63,6209,true
64,6309,true
65,6409,true
66,6509,true
67,6609,true
68,6709,true
69,6809,true
70,6909,true
71,7009,true
72,7109,true
73,7209,true
74,7309,true
75,7409,true
76,7509,true
77,7609,true
78,7709,true
79,7809,true
80,7909,true
81,8009,true
82,8109,true
83,8209,true
84,8309,true
85,8409,true
86,8509,true
87,8609,true
88,8709,true
89,8809,true
90,8909,true
91,9009,true
92,9109,true
93,9209,true
94,9309,true
95,9409,true
96,9509,false
97,9609,false
98,9709,false
99,9809,false
100,9909,false
1,10,true
2,110,true
3,210,true
4,310,true
5,410,true
6,510,true
7,610,true
8,710,true
9,810,true
10,910,true
11,1010,true
12,1110,true
13,1210,true
14,1310,true
15,1410,true
16,1510,true
17,1610,true
18,1710,true
19,1810,true
20,1910,true
21,2010,true
22,2110,true
23,2210,true
24,2310,true
25,2410,true
26,2510,true
27,2610,true
28,2710,true
29,2810,true
30,2910,true
31,3010,true
32,3110,true
33,3210,true
34,3310,true
35,3410,true
36,3510,true
37,3610,true
38,3710,true
39,3810,true
40,3910,true
41,4010,true
42,4110,true
43,4210,true
44,4310,true
45,4410,true
46,4510,true
47,4610,true
48,4710,true
49,4810,true
50,4910,true
51,5010,true
52,5110,true
53,5210,true
54,5310,true
55,5410,true
56,5510,true
57,5610,true
58,5710,true
59,5810,true
60,5910,true
61,6010,true
62,6110,true
63,6210,true
64,6310,true
65,6410,true
66,6510,true
67,6610,true
68,6710,true
69,6810,true
70,6910,true
71,7010,true
72,7110,true
73,7210,true
74,7310,true
75,7410,true
76,7510,true
77,7610,true
78,7710,true
79,7810,true
80,7910,true
81,8010,true
82,8110,true
83,8210,true
84,8310,true
85,8410,true
86,8510,true
87,8610,true
88,8710,true
89,8810,true
90,8910,true
91,9010,true
92,9110,true
93,9210,true
94,9310,true
95,9410,true
96,9510,false
97,9610,false
98,9710,false
99,9810,false
100,9910,false
1,11,true
2,111,true
3,211,true
4,311,true
5,411,true
6,511,true
7,611,true
8,711,true
9,811,true
10,911,true
11,1011,true
12,1111,true
13,1211,true
14,1311,true
15,1411,true
16,1511,true
17,1611,true
18,1711,true
19,1811,true
20,1911,true
21,2011,true
22,2111,true
23,2211,true
24,2311,true
25,2411,true
26,2511,true
27,2611,true
28,2711,true
29,2811,true
30,2911,true
31,3011,true
32,3111,true
33,3211,true
34,3311,true
35,3411,true
36,3511,true
37,3611,true
38,3711,true
39,3811,true
40,3911,true
41,4011,true
42,4111,true
43,4211,true
44,4311,true
45,4411,true
46,4511,true
47,4611,true
48,4711,true
49,4811,true
50,4911,true
51,5011,true
52,5111,true
53,5211,true
54,5311,true
55,5411,true
56,5511,true
57,5611,true
58,5711,true
59,5811,true
60,5911,true
61,6011,true
62,6111,true
63,6211,true
64,6311,true
65,6411,true
66,6511,true
67,6611,true
68,6711,true
69,6811,true
70,6911,true
71,7011,true
72,7111,true
73,7211,true
74,7311,true
75,7411,true
76,7511,true
77,7611,true
78,7711,true
79,7811,true
80,7911,true
81,8011,true
82,8111,true
83,8211,true
84,8311,true
85,8411,true
86,8511,true
87,8611,true
88,8711,true
89,8811,true
90,8911,true
91,9011,true
92,9111,true
93,9211,true
94,9311,true
95,9411,true
96,9511,false
97,9611,false
98,9711,false
99,9811,false
100,9911,false
1,12,true
2,112,true
3,212,true
4,312,true
5,412,true
6,512,true
7,612,true
8,712,true
9,812,true
10,912,true
11,1012,true
12,1112,true
13,1212,true
14,1312,true
15,1412,true
16,1512,true
17,1612,true
18,1712,true
19,1812,true
20,1912,true
21,2012,true
22,2112,true
23,2212,true
24,2312,true
25,2412,true
26,2512,true
27,2612,true
28,2712,true
29,2812,true
30,2912,true
31,3012,true
32,3112,true
33,3212,true
34,3312,true
35,3412,true
36,3512,true
37,3612,true
38,3712,true
39,3812,true
40,3912,true
41,4012,true
42,4112,true
43,4212,true
44,4312,true
45,4412,true
46,4512,true
47,4612,true
48,4712,true
49,4812,true
50,4912,true
51,5012,true
52,5112,true
53,5212,true
54,5312,true
55,5412,true
56,5512,true
57,5612,true
58,5712,true
59,5812,true
60,5912,true
61,6012,true
62,6112,true
63,6212,true
64,6312,true
65,6412,true
66,6512,true
67,6612,true
68,6712,true
69,6812,true
70,6912,true
71,7012,true
72,7112,true
73,7212,true
74,7312,true
75,7412,true
76,7512,true
77,7612,true
78,7712,true
79,7812,true
80,7912,true
81,8012,true
82,8112,true
83,8212,true
84,8312,true
85,8412,true
86,8512,true
87,8612,true
88,8712,true
89,8812,true
90,8912,true
91,9012,true
92,9112,true
93,9212,true
94,9312,true
95,9412,true
96,9512,false
97,9612,false
98,9712,false
99,9812,false
100,9912,false
1,13,true
2,113,true
3,213,true
4,313,true
5,413,true
6,513,true
7,613,true
8,713,true
9,813,true
10,913,true
11,1013,true
12,1113,true
13,1213,true
14,1313,true
15,1413,true
16,1513,true
17,1613,true
18,1713,true
19,1813,true
20,1913,true
21,2013,true
22,2113,true
23,2213,true
24,2313,true
25,2413,true
26,2513,true
27,2613,true
28,2713,true
29,2813,true
30,2913,true
31,3013,true
32,3113,true
33,3213,true
34,3313,true
35,3413,true
36,3513,true
37,3613,true
38,3713,true
39,3813,true
40,3913,true
41,4013,true
42,4113,true
43,4213,true
44,4313,true
45,4413,true
46,4513,true
47,4613,true
48,4713,true
49,4813,true
50,4913,true
51,5013,true
52,5113,true
53,5213,true
54,5313,true
55,5413,true
56,5513,true
57,5613,true
58,5713,true
59,5813,true
60,5913,true
61,6013,true
62,6113,true
63,6213,true
64,6313,true
65,6413,true
66,6513,true
67,6613,true
68,6713,true
69,6813,true
70,6913,true
71,7013,true
72,7113,true
73,7213,true
74,7313,true
75,7413,true
76,7513,true
77,7613,true
78,7713,true
79,7813,true
80,7913,true
81,8013,true
82,8113,true
83,8213,true
84,8313,true
85,8413,true
86,8513,true
87,8613,true
88,8713,true
89,8813,true
90,8913,true
91,9013,true
92,9113,true
93,9213,true
94,9313,true
95,9413,true
96,9513,false
97,9613,false
98,9713,false
99,9813,false
100,9913,false
1,14,true
2,114,true
3,214,true
4,314,true
5,414,true
6,514,true
7,614,true
8,714,true
9,814,true
10,914,true
11,1014,true
12,1114,true
13,1214,true
14,1314,true
15,1414,true
16,1514,true
17,1614,true
18,1714,true
19,1814,true
20,1914,true
21,2014,true
22,2114,true
23,2214,true
24,2314,true
25,2414,true
26,2514,true
27,2614,true
28,2714,true
29,2814,true
30,2914,true
31,3014,true
32,3114,true
33,3214,true
34,3314,true
35,3414,true
36,3514,true
37,3614,true
38,3714,true
39,3814,true
40,3914,true
41,4014,true
42,4114,true
43,4214,true
44,4314,true
45,4414,true
46,4514,true
47,4614,true
48,4714,true
49,4814,true
50,4914,true
51,5014,true
52,5114,true
53,5214,true
54,5314,true
55,5414,true
56,5514,true
57,5614,true
58,5714,true
59,5814,true
60,5914,true
61,6014,true
62,6114,true
63,6214,true
64,6314,true
65,6414,true
66,6514,true
67,6614,true
68,6714,true
69,6814,true
70,6914,true
71,7014,true
72,7114,true
73,7214,true
74,7314,true
75,7414,true
76,7514,true
77,7614,true
78,7714,true
79,7814,true
80,7914,true
81,8014,true
82,8114,true
83,8214,true
84,8314,true
85,8414,true
86,8514,true
87,8614,true
88,8714,true
89,8814,true
90,8914,true
91,9014,true
92,9114,true
93,9214,true
94,9314,true
95,9414,true
96,9514,false
97,9614,false
98,9714,false
99,9814,false
100,9914,false
1,15,true
2,115,true
3,215,true
4,315,true
5,415,true
6,515,true
7,615,true
8,715,true
9,815,true
10,915,true
11,1015,true
12,1115,true
13,1215,true
14,1315,true
15,1415,true
16,1515,true
17,1615,true
18,1715,true
19,1815,true
20,1915,true
21,2015,true
22,2115,true
23,2215,true
24,2315,true
25,2415,true
26,2515,true
27,2615,true
28,2715,true
29,2815,true
30,2915,true
31,3015,true
32,3115,true
33,3215,true
34,3315,true
35,3415,true
36,3515,true
37,3615,true
38,3715,true
39,3815,true
40,3915,true
41,4015,true
42,4115,true
43,4215,true
44,4315,true
45,4415,true
46,4515,true
47,4615,true
48,4715,true
49,4815,true
50,4915,true
51,5015,true
52,5115,true
53,5215,true
54,5315,true
55,5415,true
56,5515,true
57,5615,true
58,5715,true
59,5815,true
60,5915,true
61,6015,true
62,6115,true
63,6215,true
64,6315,true
65,6415,true
66,6515,true
67,6615,true
68,6715,true
69,6815,true
70,6915,true
71,7015,true
72,7115,true
73,7215,true
74,7315,true
75,7415,true
76,7515,true
77,7615,true
78,7715,true
79,7815,true
80,7915,true
81,8015,true
82,8115,true
83,8215,true
84,8315,true
85,8415,true
86,8515,true
87,8615,true
88,8715,true
89,8815,true
90,8915,true
91,9015,true
92,9115,true
93,9215,true
94,9315,true
95,9415,true
96,9515,false
97,9615,false
98,9715,false
99,9815,false
100,9915,false
1,16,true
2,116,true
3,216,true
4,316,true
5,416,true
6,516,true
7,616,true
8,716,true
9,816,true
10,916,true
11,1016,true
12,1116,true
13,1216,true
14,1316,true
15,1416,true
16,1516,true
17,1616,true
18,1716,true
19,1816,true
20,1916,true
21,2016,true
22,2116,true
23,2216,true
24,2316,true
25,2416,true
26,2516,true
27,2616,true
28,2716,true
29,2816,true
30,2916,true
31,3016,true
32,3116,true
33,3216,true
34,3316,true
35,3416,true
36,3516,true
37,3616,true
38,3716,true
39,3816,true
40,3916,true
41,4016,true
42,4116,true
43,4216,true
44,4316,true
45,4416,true
46,4516,true
47,4616,true
48,4716,true
49,4816,true
50,4916,true
51,5016,true
52,5116,true
53,5216,true
54,5316,true
55,5416,true
56,5516,true
57,5616,true
58,5716,true
59,5816,true
60,5916,true
61,6016,true
62,6116,true
63,6216,true
64,6316,true
65,6416,true
66,6516,true
67,6616,true
68,6716,true
69,6816,true
70,6916,true
71,7016,true
72,7116,true
73,7216,true
74,7316,true
75,7416,true
76,7516,true
77,7616,true
78,7716,true
79,7816,true
80,7916,true
81,8016,true
82,8116,true
83,8216,true
84,8316,true
85,8416,true
86,8516,true
87,8616,true
88,8716,true
89,8816,true
90,8916,true
91,9016,true
92,9116,true
93,9216,true
94,9316,true
95,9416,true
96,9516,false
97,9616,false
98,9716,false
99,9816,false
100,9916,false
1,17,true
2,117,true
3,217,true
4,317,true
5,417,true
6,517,true
7,617,true
8,717,true
9,817,true
10,917,true
11,1017,true
12,1117,true
13,1217,true
14,1317,true
15,1417,true
16,1517,true
17,1617,true
18,1717,true
19,1817,true
20,1917,true
21,2017,true
22,2117,true
23,2217,true
24,2317,true
25,2417,true
26,2517,true
27,2617,true
28,2717,true
29,2817,true
30,2917,true
31,3017,true
32,3117,true
33,3217,true
34,3317,true
35,3417,true
36,3517,true
37,3617,true
38,3717,true
39,3817,true
40,3917,true
41,4017,true
42,4117,true
43,4217,true
44,4317,true
45,4417,true
46,4517,true
47,4617,true
48,4717,true
49,4817,true
50,4917,true
51,5017,true
52,5117,true
53,5217,true
54,5317,true
55,5417,true
56,5517,true
57,5617,true
58,5717,true
59,5817,true
60,5917,true
61,6017,true
62,6117,true
63,6217,true
64,6317,true
65,6417,true
66,6517,true
67,6617,true
68,6717,true
69,6817,true
70,6917,true
71,7017,true
72,7117,true
73,7217,true
74,7317,true
75,7417,true
76,7517,true
77,7617,true
78,7717,true
79,7817,true
80,7917,true
81,8017,true
82,8117,true
83,8217,true
84,8317,true
85,8417,true
86,8517,true
87,8617,true
88,8717,true
89,8817,true
90,8917,true
91,9017,true
92,9117,true
93,9217,true
94,9317,true
95,9417,true
96,9517,false
97,9617,false
98,9717,false
99,9817,false
100,9917,false
1,18,true
2,118,true
3,218,true
4,318,true
5,418,true
6,518,true
7,618,true
8,718,true
9,818,true
10,918,true
11,1018,true
12,1118,true
13,1218,true
14,1318,true
15,1418,true
16,1518,true
17,1618,true
18,1718,true
19,1818,true
20,1918,true
21,2018,true
22,2118,true
23,2218,true
24,2318,true
25,2418,true
26,2518,true
27,2618,true
28,2718,true
29,2818,true
30,2918,true
31,3018,true
32,3118,true
33,3218,true
34,3318,true
35,3418,true
36,3518,true
37,3618,true
38,3718,true
39,3818,true
40,3918,true
41,4018,true
42,4118,true
43,4218,true
44,4318,true
45,4418,true
46,4518,true
47,4618,true
48,4718,true
49,4818,true
50,4918,true
51,5018,true
52,5118,true
53,5218,true
54,5318,true
55,5418,true
56,5518,true
57,5618,true
58,5718,true
59,5818,true
60,5918,true
61,6018,true
62,6118,true
63,6218,true
64,6318,true
65,6418,true
66,6518,true
67,6618,true
68,6718,true
69,6818,true
70,6918,true
71,7018,true
72,7118,true
73,7218,true
74,7318,true
75,7418,true
76,7518,true
77,7618,true
78,7718,true
79,7818,true
80,7918,true
81,8018,true
82,8118,true
83,8218,true
84,8318,true
85,8418,true
86,8518,true
87,8618,true
88,8718,true
89,8818,true
90,8918,true
91,9018,true
92,9118,true
93,9218,true
94,9318,true
95,9418,true
96,9518,false
97,9618,false
98,9718,false
99,9818,false
100,9918,false
1,19,true
2,119,true
3,219,true
4,319,true
5,419,true
6,519,true
7,619,true
8,719,true
9,819,true
10,919,true
11,1019,true
12,1119,true
13,1219,true
14,1319,true
15,1419,true
16,1519,true
17,1619,true
18,1719,true
19,1819,true
20,1919,true
21,2019,true
22,2119,true
23,2219,true
24,2319,true
25,2419,true
26,2519,true
27,2619,true
28,2719,true
29,2819,true
30,2919,true
31,3019,true
32,3119,true
33,3219,true
34,3319,true
35,3419,true
36,3519,true
37,3619,true
38,3719,true
39,3819,true
40,3919,true
41,4019,true
42,4119,true
43,4219,true
44,4319,true
45,4419,true
46,4519,true
47,4619,true
48,4719,true
49,4819,true
50,4919,true
51,5019,true
52,5119,true
53,5219,true
54,5319,true
55,5419,true
56,5519,true
57,5619,true
58,5719,true
59,5819,true
60,5919,true
61,6019,true
62,6119,true
63,6219,true
64,6319,true
65,6419,true
66,6519,true
67,6619,true
68,6719,true
69,6819,true
70,6919,true
71,7019,true
72,7119,true
73,7219,true
74,7319,true
75,7419,true
76,7519,true
77,7619,true
78,7719,true
79,7819,true
80,7919,true
81,8019,true
82,8119,true
83,8219,true
84,8319,true
85,8419,true
86,8519,true
87,8619,true
88,8719,true
89,8819,true
90,8919,true
91,9019,true
92,9119,true
93,9219,true
94,9319,true
95,9419,true
96,9519,false
97,9619,false
98,9719,false
99,9819,false
100,9919,false
1,20,true
2,120,true
3,220,true
4,320,true
5,420,true
6,520,true
7,620,true
8,720,true
9,820,true
10,920,true
11,1020,true
12,1120,true
13,1220,true
14,1320,true
15,1420,true
16,1520,true
17,1620,true
18,1720,true
19,1820,true
20,1920,true
21,2020,true
22,2120,true
23,2220,true
24,2320,true
25,2420,true
26,2520,true
27,2620,true
28,2720,true
29,2820,true
30,2920,true
31,3020,true
32,3120,true
33,3220,true
34,3320,true
35,3420,true
36,3520,true
37,3620,true
38,3720,true
39,3820,true
40,3920,true
41,4020,true
42,4120,true
43,4220,true
44,4320,true
45,4420,true
46,4520,true
47,4620,true
48,4720,true
49,4820,true
50,4920,true
51,5020,true
52,5120,true
53,5220,true
54,5320,true
55,5420,true
56,5520,true
57,5620,true
58,5720,true
59,5820,true
60,5920,true
61,6020,true
62,6120,true
63,6220,true
64,6320,true
65,6420,true
66,6520,true
67,6620,true
68,6720,true
69,6820,true
70,6920,true
71,7020,true
72,7120,true
73,7220,true
74,7320,true
75,7420,true
76,7520,true
77,7620,true
78,7720,true
79,7820,true
80,7920,true
81,8020,true
82,8120,true
83,8220,true
84,8320,true
85,8420,true
86,8520,true
87,8620,true
88,8720,true
89,8820,true
90,8920,true
91,9020,true
92,9120,true
93,9220,true
94,9320,true
95,9420,true
96,9520,false
97,9620,false
98,9720,false
99,9820,false
100,9920,false
1,21,true
2,121,true
3,221,true
4,321,true
5,421,true
6,521,true
7,621,true
8,721,true
9,821,true
10,921,true
11,1021,true
12,1121,true
13,1221,true
14,1321,true
15,1421,true
16,1521,true
17,1621,true
18,1721,true
19,1821,true
20,1921,true
21,2021,true
22,2121,true
23,2221,true
24,2321,true
25,2421,true
26,2521,true
